CLUE,CLAVE JUR,NOMBRE DE LA UNIDAD INTERNA EN NÓMINA,ESTATUS DE OPERACIÓN,,,,NIVEL DE ATENCIÓN,,
CSSSA019732,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB TZASIBILTIC CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000214,9,CASA DE SALUD SAN MIGUEL CHIPTIC ALTAMIRANO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000190,9,CASA DE SALUD NUEVA GALILEA ALTAMIRANO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008853,9,CASA DE SALUD SAN JOSE LA SOLEDAD OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003965,9,CASA DE SALUD LA UNION OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019650,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB TOMAS MUNZER OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006205,9,CENTRO DE SALUD RURAL 1 NB GOLONCHAN VIEJO SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006234,9,CENTRO DE SALUD RURAL 1 NB PAMALA PICOTE SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019814,9,CENTRO DE SALUD MICROREGIONAL SANTA ISABEL SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018332,9,UNIDAD MOVIL CARAVANA TIPO 0 CHABECLUMIL SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006210,9,CENTRO DE SALUD RURAL 1 NB SANTA BARBARA SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017924,9,CENTROS DE SALUD CON SERVICIOS AMPLIADOS SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019703,9,CENTRO DE SALUD MICROREGIONAL JOL HICÂ´BATIL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001841,9,CENTRO DE SALUD RURAL 3 NB BACHAJON CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019715,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB CACATEEL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018513,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB PATELNA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA020135,9,UNIDAD MOVIL CARAVANA TIPO 0 TZAJALA JERICO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018566,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB YULUBMAX CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000173,9,CENTRO DE SALUD RURAL 1 NB BIENES COMUNALES LA LAGUNA ALTAMIRANO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000161,9,CASA DE SALUD LA GRANDEZA ALTAMIRANO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002080,9,CENTRO DE SALUD RURAL 1 NB SACJUN CUWITZ CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002162,9,CASA DE SALUD NAHILTE 2DA. SECCION CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002121,9,CASA DE SALUD WILIBJA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019720,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB SULUPHUITZ CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017842,9,UNIDAD MOVIL CARAVANA TIPO 1 CHEWAL MUQUENAL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019756,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB XAXAJATIC CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008841,9,CASA DE SALUD ISRAEL OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003941,9,CASA DE SALUD SAN MARCOS OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003900,9,CASA DE SALUD LA FRONTERA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004146,9,CENTRO DE SALUD RURAL 1 NB LA TRINIDAD OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004204,9,CASA DE SALUD BALAXTE OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004006,9,CENTRO DE SALUD RURAL 1 NB CONGREGACION VIRGINIA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003970,9,CENTRO DE SALUD RURAL 1 NB YAXOQUIMTELA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004175,9,CASA DE SALUD PUEBLO NUEVO UNO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA020140,9,UNIDAD MOVIL CARAVANA TIPO 0  OCOTAL,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003982,9,CASA DE SALUD EL ZAPOTAL UNO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004023,9,CASA DE SALUD OJO DE AGUA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA008870,9,CENTRO DE SALUD CON HOSPITALIZACION SAN QUINTIN OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018443,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB BELISARIO DOMINGUEZ ALTAMIRANO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019744,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB FILADELFIA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018851,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB CARMEN XAQUILA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018834,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB CHABAN CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018863,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB EL EDEN CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018525,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB BOLONTON CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001894,9,CASA DE SALUD JOYBE CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA001906,9,CASA DE SALUD JOLAQUIL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019785,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB MAPIL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018571,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB SAN GABRIEL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019691,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB TACUBA NUEVA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018846,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB MUQUENAL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019773,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB CAMPO BOLONTINA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019790,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB RAMOSIL (TZAJALNABIL) CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018530,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB CRUCERO CHICH CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018542,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB EL MANGO CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018554,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB GOLOLTON CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019761,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB SAN ANTONIO LAS PALOMAS CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002005,9,CASA DE SALUD BAJ TRANCA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018064,9,CASA DE SALUD JET-JA 2 CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003842,9,CENTRO DE SALUD URBANO 8 NB OCOSINGO ,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017446,9,CASA DE SALUD AMADOR HERNANDEZ OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003953,9,CASA DE SALUD SAN ANTONIO LAS DELICIAS PAMALA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018484,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB LA REFORMA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004011,9,CENTRO DE SALUD RURAL 1 NB SANTA ELENA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018076,9,CASA DE SALUD EL GUANAL OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004064,9,CENTRO DE SALUD RURAL 1 NB RAMON F. BALBOA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017463,9,CASA DE SALUD EL JARDIN OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018081,9,CASA DE SALUD BENITO JUAREZ MIRAMAR OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018472,9,CENTRO DE SALUD RURAL 1 NB SAN MARTIIN OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004216,9,CENTRO DE SALUD RURAL 1 NB LA SOLEDAD OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017451,9,CASA DE SALUD CANDELARIA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018460,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB YAXALA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004245,9,CASA DE SALUD EL PROGRESO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA004262,9,CASA DE SALUD NUEVO DURANGO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018496,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB LOS QUINICHEZ OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019925,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB EL IXCAN OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019826,9,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB LA UNION SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019645,9,HOSPITAL BASICO COMUNITARIO DE OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,SEGUNDO NIVEL,NULL,NULL
CSSSA000202,9,UNIDAD MOVIL MORELIA ALTAMIRANO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012295,9,UNIDAD MOVIL CARAVANA TIPO 0 MORELIA (VICTORICO RODULFO GRAJALES,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012283,9,UNIDAD MOVIL CARAVANA TIPO 0 SAN MIGUEL CHIPTIC ALTAMIRANO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019020,9,UNIDAD MOVIL CARAVANA TIPO 0 EL DURAZNAL SANTA FE CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018361,9,UNIDAD MOVIL CARAVANA TIPO 0  JOL HICÂ´BATIL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018233,9,UNIDAD MOVIL CARAVANA TIPO 3 TEMO CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017854,9,UNIDAD MOVIL CARAVANA TIPO 1 YA'ALTZEMEN CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019061,9,UNIDAD MOVIL CARAVANA TIPO 0 YOCHIBJA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019044,9,UNIDAD MOVIL CARAVANA TIPO 0 SEGUNDO TZAJALCHEN CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018221,9,UNIDAD MOVIL CARAVANA TIPO 3 XANIL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018402,9,UNIDAD MOVIL CARAVANA TIPO 0 LOQU'IB-JA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019032,9,UNIDAD MOVIL CARAVANA TIPO 0 BAWITZ TUTZILTIK CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018250,9,UNIDAD MOVIL CARAVANA TIPO 0 JOL CATARRAYA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018262,9,UNIDAD MOVIL CARAVANA TIPO 0 CHUTALILJA CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019073,9,UNIDAD MOVIL CARAVANA TIPO 0 UJCAYIL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018216,9,UNIDAD MOVIL CARAVANA TIPO 1 BUENAVISTA TENOJIB CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018344,9,UNIDAD MOVIL CARAVANA TIPO 3 CENTRO JOLAKIL CHILON,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012370,9,UNIDAD MOVIL CARAVANA TIPO 0 LA AURORA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012850,9,UNIDAD MOVIL CARAVANA TIPO 0 EL PRADO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012382,9,UNIDAD MOVIL CARAVANA TIPO 0 EL ZAPOTAL OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012394,9,UNIDAD MOVIL CARAVANA TIPO 0 EL CENSO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012411,9,UNIDAD MOVIL CARAVANA TIPO 0 LA SULTANA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012423,9,UNIDAD MOVIL CARAVANA TIPO 0 MACEDONIA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012435,9,UNIDAD MOVIL CARAVANA TIPO 0 SAN ANTONIO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019662,9,UNIDAD MOVIL CARAVANA DIGNIFICADA  ATOTONILCO OCOSI,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012452,9,UNIDAD MOVIL CARAVANA TIPO 0 SANTA LUCIA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012440,9,UNIDAD MOVIL CARAVANA TIPO 0 CINCO DE FEBRERO OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012300,9,UNIDAD MOVIL CARAVANA TIPO 0 NUEVO SUSHILA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012476,9,UNIDAD MOVIL CARAVANA TIPO 0 NUEVO TUXTLA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012464,9,UNIDAD MOVIL CARAVANA TIPO 0 LA CUEVA OCOSINGO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018192,9,UNIDAD MOVIL CARAVANA TIPO 0 POMILTIC SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018320,9,UNIDAD MOVIL CARAVANA TIPO 0 GUADALUPE MAZANIL SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019056,9,UNIDAD MOVIL CARAVANA TIPO 0 PARAISO CHICOTANIL SITALA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA017411,9,ALMACEN JURISDICCIONAL (OCOSINGO),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA017312,10,OFICINA JURISDICCIONAL No. X (MOTOZINTLA),EN OPERACIÓN,NULL,NULL,NULL,NO APLICA,NULL,NULL
CSSSA003726,10,CENTRO DE SALUD URBANO 4 NB MOTOZINTLA DE MENDOZA MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005913,10,CENTRO DE SALUD RURAL 1 NB SANTO DOMINGO LA CASCADA SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006012,10,CASA DE SALUD GUADALUPE VICTORIA SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003755,10,CENTRO DE SALUD RURAL 1 NB SANTA ANA PINABETO MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003760,10,CENTRO DE SALUD RURAL 1 NB RINCON DEL BOSQUE MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003796,10,CENTRO DE SALUD RURAL 1 NB MIGUEL ALEMAN MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003743,10,CENTRO DE SALUD RURAL 1 NB FRANCISCO I. MADERO MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012985,10,CENTRO DE SALUD RURAL 1 NB VILLA HERMOSA MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000371,10,CENTRO DE SALUD RURAL 1 NB RIO GUERRERO AMATENANGO DE LA FRONTERA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000301,10,CASA DE SALUD AGUACATILLO AMATENANGO DE LA FRONTERA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000325,10,CENTRO DE SALUD RURAL 1 NB FRANCISCO I. MADERO AMATENANGO DE LA FRA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019230,10,CENTRO DE SALUD MICROREGIONAL RURAL 1 NB NUEVA MORELIA AMATENANGO DE LA FRONTERA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000354,10,CENTRO DE SALUD RURAL 2 NB PACAYAL FRONTERA AMATENANGO DE LA FRONTERA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000581,10,CENTRO DE SALUD RURAL 1 NB BELLAVISTA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000634,10,CENTRO DE SALUD RURAL 1 NB LAS CHICHARRAS BELLA VISTA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000342,10,CASA DE SALUD OJO DE AGUA LAS CRUCES AMATENANGO DE LA FRA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000646,10,CENTRO DE SALUD RURAL 1 NB OJO DE AGUA CARDENAS BELLA VISTA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000610,10,CENTRO DE SALUD RURAL 1 NB NUEVO PACAYAL BELLA VISTA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000622,10,CENTRO DE SALUD RURAL 1 NB SAN JOSE CHICHARRAS BELLA VISTA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000605,10,CASA DE SALUD LAS NUBES BELLA VISTA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000593,10,UNIDAD MOVIL CHEMIC BELLA VISTA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000576,10,CENTRO DE SALUD RURAL 1 NB OJO DE AGUA CENTRO BEJUCAL DE OCAMPO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000564,10,CASA DE SALUD EL CERCADILLO BEJUCAL DE OCAMPO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA002425,10,CASA DE SALUD LA PINADA LA GRANDEZA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003603,10,CENTRO DE SALUD RURAL 1 NB MAZAPA DE MADERO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003615,10,CENTRO DE SALUD RURAL 1 NB GRANADOS TALCANAQUE MAZAPA DE MADERO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005254,10,CENTRO DE SALUD RURAL 1 NB ZAPOTILLO EL PORVENIR,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005930,10,CASA DE SALUD HONDURAS SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006070,10,CASA DE SALUD EL PARAISO SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA006000,10,CASA DE SALUD VILLA FLORES SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005966,10,CENTRO DE SALUD RURAL 1 NB SAN ANTONIO LA PINADA SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA005983,10,CENTRO DE SALUD RURAL 1 NB SANTA MARIA SILTEPEC,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000313,10,CASA DE SALUD CHIQUISBIL AMATENANGO DE LA FRONTERA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA012970,10,CENTRO DE SALUD RURAL 1 NB POTRERILLO AMATENANGO DE LA FRONTERA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000383,10,CASA DE SALUD 20 DE NOVIEMBRE AMATENANGO DE LA FRONTERA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA000395,10,CASA DE SALUD PALESTINA AMATENANGO DE LA FRONTERA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003620,10,CASA DE SALUD LIBERTAD FRONTERA MAZAPA DE MADERO,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA018583,10,CENTROS DE SALUD CON SERVICIOS AMPL BELISARIO DOMINGUEZ MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003772,10,CASA DE SALUD VICENTE GUERRERO MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003801,10,CASA DE SALUD RINCON BUENAVISTA MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA019995,10,CASA DE SALUD EL MIRADOR MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003813,10,CASA DE SALUD LLANO GRANDE MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003825,10,CASA DE SALUD LA VERBENA MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
CSSSA003830,10,CASA DE SALUD EL HORIZONTE MOTOZINTLA,EN OPERACIÓN,NULL,NULL,NULL,PRIMER NIVEL,NULL,NULL
